temperature,vibration,pressure,rpm,oil_quality,load,age_months,error_count,sensor_9,sensor_10,sensor_11,sensor_12,failure
90.208,4.069,97.845,1965.939,91.421,0.0,29.519,7.0,-1.501,0.639,11.315,-2.18,0
95.016,3.08,98.483,1780.138,72.061,81.285,66.124,1.0,-0.455,-0.076,0.856,1.799,1
71.494,4.992,61.775,2467.937,100.0,20.758,93.212,-0.0,2.991,1.523,3.279,-0.242,0
86.758,5.006,129.143,1948.327,49.535,55.568,56.666,2.0,1.601,0.191,2.727,1.753,0
85.576,1.33,92.401,1442.976,76.063,59.237,78.45,2.0,2.22,-2.994,-1.188,0.584,0
72.869,3.836,81.34,919.236,76.139,77.184,89.791,5.0,1.087,-5.021,-4.255,0.923,1
53.698,4.81,72.707,1327.555,49.263,57.29,76.038,2.0,1.979,0.39,-5.669,0.076,1
71.991,4.511,97.805,1857.334,53.292,49.525,107.825,1.0,-0.039,1.877,0.114,1.237,0
97.145,6.121,148.607,1359.09,58.797,51.769,18.603,-0.0,3.44,-2.968,1.481,-1.307,0
87.696,5.801,75.127,1691.643,97.704,32.161,102.385,2.0,2.532,-3.052,1.22,1.908,1
99.604,5.305,94.734,875.243,74.145,51.67,8.475,5.0,0.533,-4.844,1.225,1.163,0
115.545,5.596,65.828,1464.713,70.578,6.651,1.0,6.0,-2.157,-0.514,7.787,-0.921,0
67.385,3.779,98.062,776.39,85.351,72.931,1.0,7.0,1.991,-5.434,-1.903,-1.709,0
64.831,3.159,102.069,695.134,48.128,99.37,52.862,2.0,-0.022,-2.546,-6.717,-1.24,0
16.96,2.394,67.618,850.772,63.467,31.26,51.92,5.0,3.199,-0.659,-7.087,-0.895,1
53.949,5.337,100.175,887.38,76.991,49.947,87.79,2.0,0.322,-1.751,-3.352,1.441,1
92.944,5.583,112.368,1750.147,55.255,16.534,112.21,1.0,0.357,0.085,3.628,-0.832,0
128.057,4.145,79.018,1626.348,99.535,6.595,38.625,2.0,2.61,-4.724,6.514,0.369,0
60.514,4.328,105.69,1113.053,33.436,91.919,75.733,2.0,-0.212,0.007,-5.801,0.142,0
69.734,5.135,64.443,2008.478,100.0,30.744,95.274,3.0,3.018,-1.389,1.493,-0.494,1
99.628,3.332,104.599,1561.125,64.138,84.759,39.782,3.0,-0.473,-1.791,1.465,-1.688,0
68.387,3.678,65.411,2007.924,100.0,9.489,89.342,2.0,1.395,0.294,4.063,-0.33,1
97.413,5.2,95.905,2595.89,92.587,40.844,87.239,1.0,3.658,-0.193,4.652,0.337,1
62.1,2.498,74.102,1513.888,90.29,63.319,9.702,7.0,0.565,-1.323,0.952,-1.407,0
87.275,4.252,96.624,1412.675,73.697,61.224,96.133,1.0,1.165,-2.601,-1.036,-0.22,0
78.08,2.464,115.202,1401.624,65.436,43.27,36.316,0.0,4.213,-1.338,-1.807,-1.339,0
94.117,3.706,85.734,1794.933,37.364,22.53,109.189,0.0,-0.731,4.004,0.264,1.04,1
136.607,6.521,74.259,1034.737,100.0,29.597,1.0,3.0,4.876,-9.797,3.715,1.685,0
86.53,3.85,112.114,1311.851,61.45,86.292,93.595,5.0,3.041,-6.035,-2.547,0.821,0
96.385,2.141,90.04,1266.418,73.002,51.287,54.019,7.0,0.122,-4.335,2.444,-1.141,0
40.324,0.959,35.202,816.244,54.533,51.499,28.483,0.0,3.206,1.066,-10.98,-0.724,1
91.635,5.227,77.272,1285.96,85.686,61.275,104.982,4.0,1.176,-4.872,-1.011,-0.31,1
85.912,1.659,94.12,1669.591,73.694,60.701,53.768,0.0,-0.132,1.273,0.378,-1.295,0
80.464,4.257,94.312,1737.228,60.543,42.929,49.001,0.0,2.935,0.675,-0.882,-0.399,0
114.515,6.968,95.368,1489.384,71.676,26.622,71.474,1.0,1.571,-3.137,3.092,0.256,0
84.808,2.66,109.377,2368.698,43.02,43.962,100.133,3.0,-2.517,4.549,5.595,-0.713,0
49.847,2.371,93.912,1220.237,64.195,58.651,18.474,5.0,-0.634,0.781,-0.929,-0.177,0
60.104,4.399,112.281,2302.597,55.308,55.505,96.25,-0.0,-1.389,5.961,1.963,-0.541,0
57.753,4.234,42.854,2032.753,100.0,34.191,84.174,0.0,4.246,3.24,-4.536,0.33,1
72.332,3.719,88.555,1399.486,69.333,87.654,85.398,4.0,2.734,-4.039,-4.054,-0.224,0
103.978,2.613,75.167,1308.595,85.025,48.271,22.573,5.0,0.881,-4.141,2.483,-1.077,0
70.887,4.553,126.043,1739.87,57.068,58.451,77.852,0.0,2.846,-0.134,-0.98,0.766,0
61.682,3.107,114.767,1205.155,59.495,42.922,63.824,5.0,0.296,-1.087,0.151,-0.053,1
100.582,6.321,104.263,1357.141,76.413,71.674,87.083,0.0,3.378,-4.256,-2.767,1.353,0
120.654,1.115,81.11,1281.707,87.384,39.385,41.898,3.0,1.85,-5.691,2.926,0.318,0
60.336,3.338,93.362,1227.774,60.577,75.903,73.107,5.0,0.345,-1.769,-3.006,-1.068,0
112.816,2.599,100.828,1254.332,91.497,37.714,47.144,1.0,3.601,-6.089,1.816,0.879,0
78.361,4.701,100.597,1136.64,97.951,53.057,7.423,8.0,1.598,-5.181,2.449,-1.372,0
89.351,3.087,107.258,1884.282,55.564,47.985,100.855,3.0,0.018,0.127,2.564,-1.23,0
54.521,3.724,96.825,1035.249,61.906,71.684,19.89,5.0,-0.745,-0.156,-2.299,-0.061,0
69.329,1.38,130.802,2178.494,27.29,42.77,45.648,2.0,0.846,4.54,2.711,0.365,0
89.669,2.82,108.691,1780.168,81.311,88.764,26.493,-0.0,-1.124,1.277,1.692,1.226,0
80.261,5.627,105.538,1672.777,69.158,45.594,40.53,0.0,3.464,-0.238,-0.57,-0.689,0
64.487,5.184,101.803,553.832,70.518,64.505,63.432,0.0,-0.399,-1.491,-5.433,-2.156,1
78.157,4.509,97.773,2064.874,41.213,60.008,45.561,3.0,2.709,0.94,0.132,-0.171,0
80.425,4.165,119.779,1787.037,50.992,72.619,51.099,3.0,0.718,0.117,1.072,0.402,0
58.918,2.655,83.339,1417.309,78.533,55.458,45.667,1.0,1.087,0.622,-2.22,-0.987,1
77.654,5.666,118.589,1959.927,50.648,81.497,7.638,2.0,1.083,1.999,0.906,0.887,0
139.815,3.731,87.727,1093.493,82.847,22.336,25.455,1.0,2.196,-6.38,3.965,-1.447,0
78.091,4.185,91.598,1622.782,82.835,99.205,51.297,0.0,-0.788,0.835,-1.851,-0.103,0
92.537,3.372,91.439,963.028,87.596,74.26,25.022,5.0,0.996,-5.469,-0.507,0.559,0
60.033,4.334,107.88,2485.572,65.285,90.18,15.813,1.0,4.168,2.635,-0.828,-0.633,1
83.305,5.497,99.805,1813.164,54.866,67.711,70.221,3.0,-0.633,1.004,1.123,0.268,0
95.955,3.504,91.868,1510.905,70.451,67.088,81.031,2.0,-0.079,-1.817,0.296,0.119,0
143.856,2.318,85.741,911.888,96.637,26.921,22.383,-0.0,3.677,-8.518,2.542,-1.338,0
105.619,2.558,85.457,1371.983,100.0,30.448,20.323,5.0,1.849,-5.227,4.91,-0.294,0
92.327,4.333,110.802,1714.864,45.25,30.762,111.42,2.0,0.159,0.094,2.298,-0.459,0
70.603,1.602,89.806,2044.113,60.464,78.84,131.618,3.0,-3.283,3.08,0.93,0.677,0
95.19,5.217,99.236,1462.19,55.911,31.101,71.43,2.0,0.689,-1.395,1.985,-0.826,0
91.741,5.868,86.95,924.106,69.698,68.379,38.843,3.0,0.662,-4.24,-1.792,1.125,0
71.617,1.66,97.435,2047.468,48.684,60.061,61.473,2.0,0.928,2.722,0.172,-0.362,0
112.359,4.888,74.759,677.787,87.411,63.268,1.0,2.0,1.907,-6.338,-1.308,0.991,0
82.769,4.432,101.534,1507.162,56.903,59.029,57.947,3.0,0.772,-0.847,-0.013,1.269,1
69.461,4.285,89.387,1109.273,46.232,89.203,69.15,2.0,-0.365,-0.616,-5.189,0.655,0
95.383,2.075,98.783,1337.229,85.058,74.454,67.595,-0.0,0.773,-2.817,-0.806,-0.633,1
46.675,7.632,91.616,261.989,87.233,44.503,37.265,4.0,0.83,-4.432,-4.469,2.291,1
67.365,4.388,121.35,2023.715,34.947,15.951,65.405,0.0,2.932,3.49,1.22,-0.081,0
89.623,4.046,111.383,1400.831,69.182,63.403,69.043,1.0,0.841,-1.956,-0.01,-1.077,0
101.534,4.108,116.328,1001.898,61.458,30.227,62.846,-0.0,6.239,-6.805,-2.177,0.534,0
82.999,3.575,116.213,1849.422,58.129,40.529,50.109,0.0,0.363,2.668,2.373,-0.621,0
54.638,4.319,91.427,981.762,82.014,73.224,42.058,1.0,1.095,-1.167,-4.794,-0.219,1
54.199,4.309,95.968,1201.402,61.827,23.787,69.75,0.0,0.261,2.028,-1.881,0.663,1
23.279,5.745,92.197,1789.545,62.509,88.663,11.495,3.0,3.704,2.438,-5.765,0.847,1
83.325,4.814,92.144,1500.435,86.057,52.87,67.885,4.0,2.928,-4.138,0.268,0.589,0
78.727,4.309,110.619,1199.426,32.131,71.055,98.887,-0.0,-0.528,0.166,-3.697,0.093,0
28.77,2.14,83.872,568.381,83.138,52.491,45.782,4.0,2.11,-2.754,-6.57,1.044,1
95.803,3.819,66.858,1455.591,100.0,4.348,1.0,11.0,2.123,-5.558,9.604,0.759,0
75.885,2.33,80.863,1773.348,98.149,45.5,72.892,0.0,0.895,0.121,1.149,0.679,1
67.769,3.609,98.689,2124.325,35.632,70.545,81.577,6.0,0.813,1.607,0.169,-1.984,0
40.359,2.174,68.462,2252.235,97.324,49.329,7.869,0.0,0.491,9.59,-1.797,-0.101,1
79.106,5.024,88.824,1894.505,43.34,77.405,88.529,6.0,0.208,-0.41,-0.109,0.652,0
35.361,4.36,57.738,595.513,100.0,100.0,38.862,8.0,3.903,-7.232,-9.803,-0.122,1
73.807,3.135,99.067,1060.769,44.599,95.24,73.508,1.0,0.098,-1.484,-5.559,0.35,0
41.68,4.4,64.075,483.519,90.837,30.873,81.69,0.0,0.705,-0.728,-7.255,1.129,1
116.757,5.163,73.295,1716.346,100.0,0.0,1.0,7.0,1.93,-4.636,10.761,0.502,0
72.515,2.86,106.793,2027.947,47.023,51.434,64.94,2.0,1.713,1.84,0.797,0.233,0
93.922,5.673,89.607,1513.318,60.012,72.712,75.736,5.0,2.484,-4.555,-0.97,0.212,0
104.37,5.541,125.28,1742.798,57.581,27.257,82.844,2.0,-0.741,-0.199,5.818,-0.876,0
67.725,1.971,91.614,1471.878,40.015,57.396,62.265,4.0,1.489,-0.104,-2.459,-0.21,1
121.955,4.176,75.464,1219.309,100.0,29.434,7.504,5.0,2.02,-6.816,5.112,-0.468,0
64.075,3.93,132.297,2011.797,45.848,18.253,56.278,0.0,3.774,3.475,0.848,0.827,0
96.779,3.396,82.267,1261.764,100.0,32.717,11.705,8.0,0.19,-4.652,5.428,0.916,0
91.704,4.736,87.073,1154.865,60.931,48.215,63.378,2.0,-0.19,-1.803,-0.423,-1.913,0
89.77,2.775,93.499,1713.615,52.958,82.021,63.767,5.0,-0.287,-1.203,0.634,1.128,0
60.586,3.278,92.087,1092.95,63.02,71.676,30.335,3.0,2.184,-1.777,-4.466,1.413,0
73.217,3.202,87.949,2129.601,97.882,45.413,72.558,5.0,1.984,-0.882,3.528,-0.241,1
88.869,4.016,123.289,1140.996,74.886,61.943,16.564,-0.0,5.201,-4.988,-2.153,-1.761,0
70.817,3.407,107.758,1522.383,58.109,100.0,25.672,3.0,-1.209,0.875,-1.133,0.574,1
108.157,5.797,105.727,1234.129,83.526,79.341,64.345,1.0,1.143,-4.89,-0.197,-0.048,0
66.717,2.527,79.618,878.773,59.821,38.343,57.985,0.0,-0.15,2.164,-5.237,0.227,1
82.066,2.147,102.103,1930.812,69.06,32.364,83.367,0.0,0.962,2.115,1.846,-0.075,0
51.596,0.992,76.928,255.795,100.0,51.015,72.334,0.0,0.006,-3.525,-6.228,-0.582,1
67.236,4.122,80.619,1172.269,77.974,58.739,1.502,6.0,-0.322,-1.363,0.37,0.677,0
43.935,1.98,96.518,1239.616,54.08,47.557,48.49,1.0,1.505,1.429,-3.944,0.122,1
58.091,5.281,74.422,1703.571,91.646,64.412,49.946,1.0,0.877,1.387,-1.628,0.751,1
54.589,4.041,99.678,1417.868,64.294,34.71,9.558,9.0,-1.559,1.01,3.833,-1.77,0
83.596,2.486,90.155,1607.54,84.62,22.752,74.458,3.0,1.032,-1.304,3.013,1.152,1
33.801,4.082,93.011,1322.97,64.163,51.654,33.008,3.0,2.183,1.174,-3.868,-0.05,1
84.644,6.067,112.456,1562.881,71.165,62.533,58.807,-0.0,2.008,-1.172,-0.443,-1.006,0
84.264,4.792,79.209,1292.649,81.381,41.924,4.251,6.0,1.308,-2.816,1.853,-0.449,0
90.773,2.712,120.854,1807.603,50.657,40.669,62.894,2.0,1.436,-0.108,2.841,0.734,0
112.682,3.61,104.123,1627.762,50.718,42.734,84.143,0.0,2.629,-2.412,0.658,0.996,1
24.288,7.55,116.985,1787.201,40.316,73.33,120.488,5.0,-2.19,4.508,-1.969,0.369,0
52.502,4.086,73.269,935.745,78.458,63.532,1.0,11.0,-2.579,-1.256,1.142,2.213,0
77.739,6.415,66.492,1414.351,100.0,27.434,1.0,11.0,0.392,-3.892,7.088,-1.567,0
90.196,4.025,76.547,1315.19,80.599,57.534,82.792,0.0,0.887,-1.344,-2.478,-1.907,1
48.419,4.107,72.968,1395.839,68.333,40.312,61.08,0.0,1.294,3.242,-4.687,1.603,1
124.708,1.817,105.933,1723.1,68.777,46.074,96.334,0.0,0.776,-2.879,3.635,-0.036,1
60.729,2.212,64.518,2289.113,100.0,63.325,56.904,0.0,1.168,4.207,-0.469,0.625,1
92.527,6.537,101.655,1343.127,64.251,59.219,42.372,1.0,2.215,-2.557,-0.833,-0.692,0
67.676,2.44,107.581,1220.639,74.537,57.937,41.134,7.0,1.99,-3.896,0.02,0.935,0
36.204,4.257,117.69,621.555,34.744,100.0,34.122,4.0,-2.545,1.017,-7.048,0.182,0
90.138,5.374,111.53,1588.054,62.966,34.631,38.956,0.0,1.932,0.396,1.265,1.836,0
103.037,4.874,82.78,1843.361,62.176,40.035,85.09,0.0,4.448,-0.62,-2.058,-0.14,1
89.879,3.976,121.343,2057.57,44.188,39.208,68.539,1.0,-0.919,3.386,4.385,-0.329,0
111.248,6.291,120.941,1568.496,59.234,54.08,85.756,4.0,0.94,-3.938,3.338,0.307,0
73.834,1.035,84.479,1948.454,88.452,49.068,50.287,0.0,-0.858,3.698,1.952,-0.148,1
90.679,5.991,92.569,948.067,97.199,47.855,3.343,7.0,0.737,-5.615,2.743,-0.301,0
81.03,3.206,74.175,1436.386,68.529,70.392,64.159,2.0,0.982,-1.44,-2.404,-0.672,0
56.253,4.549,114.995,2143.916,47.317,27.871,83.492,0.0,1.154,5.778,0.583,-1.755,0
47.646,2.126,111.205,1169.152,94.303,56.553,1.0,8.0,2.258,-2.957,0.86,0.006,0
55.556,3.474,108.135,631.956,73.168,13.596,98.308,3.0,-0.554,-2.312,-0.819,0.75,1
73.082,4.569,86.62,893.849,95.045,64.26,111.255,1.0,-0.283,-3.465,-3.28,-2.417,1
89.948,4.999,113.92,1058.672,49.074,71.681,101.241,5.0,-0.365,-4.228,-0.972,0.249,1
91.837,4.459,119.098,1678.392,62.746,38.99,70.899,-0.0,-0.093,0.74,2.988,1.125,0
58.02,3.159,90.934,1031.432,58.422,56.225,2.065,6.0,-0.338,-0.284,-1.187,-0.014,0
79.538,5.552,90.278,1357.079,91.442,26.39,24.462,7.0,0.542,-2.874,4.431,2.649,0
89.057,3.958,73.307,1515.693,100.0,22.53,1.0,7.0,0.675,-2.624,6.095,1.022,1
75.583,3.465,122.697,1520.604,49.519,15.462,100.692,0.0,-1.625,3.84,1.935,2.048,1
72.14,4.81,91.475,2079.575,41.861,45.432,91.645,3.0,0.244,2.971,0.88,0.974,0
62.048,5.478,103.718,868.817,25.186,33.103,70.224,3.0,0.43,-0.153,-3.494,-0.808,1
84.676,1.523,97.508,2083.056,35.348,61.452,93.452,7.0,-0.137,0.407,2.385,-2.266,0
62.196,5.705,94.683,1646.678,50.027,58.119,93.507,2.0,0.073,1.676,-1.826,-0.573,0
55.754,0.942,115.894,2232.076,95.542,47.243,12.233,8.0,-3.189,3.961,9.134,0.812,1
79.246,5.312,78.564,1485.932,75.72,76.131,85.022,1.0,0.708,-1.355,-2.639,-0.028,0
96.999,4.044,99.588,1836.721,76.817,10.212,68.265,4.0,0.785,-1.119,6.361,1.924,0
43.36,2.248,82.79,1424.131,48.932,55.137,47.916,8.0,3.039,-1.357,-3.384,1.304,1
72.812,3.686,98.982,1518.363,53.172,23.411,90.634,1.0,2.779,-0.361,-1.099,-0.366,0
91.281,3.236,95.572,1570.46,61.364,25.342,22.777,0.0,2.046,0.903,1.138,-0.454,0
106.973,3.358,81.065,609.199,92.09,68.295,1.0,4.0,2.752,-8.07,-1.604,-1.593,0
75.293,3.869,89.847,1047.577,48.605,65.326,31.095,3.0,-2.202,0.526,-1.238,-1.245,0
64.765,7.264,48.902,1676.168,99.938,59.742,78.282,0.0,2.084,1.739,-4.982,0.243,1
78.186,3.925,106.235,1914.207,39.04,61.21,144.0,7.0,0.208,-1.394,1.026,0.906,0
80.316,4.113,91.993,1267.281,82.349,58.084,60.309,0.0,1.708,-0.89,-2.879,-1.201,0
76.949,5.74,119.622,1601.713,58.826,64.481,55.975,1.0,2.422,-0.96,-0.795,-0.151,0
72.06,4.552,96.946,773.102,80.435,61.408,8.687,7.0,1.104,-4.951,-0.871,-0.637,0
40.499,1.236,100.384,1634.151,61.584,43.108,42.797,10.0,-1.72,2.0,2.946,0.271,0
95.025,5.72,128.821,1481.935,74.31,66.672,44.901,0.0,1.961,-1.912,0.557,1.966,1
124.212,2.297,74.635,1042.575,89.122,24.629,1.0,3.0,0.804,-5.022,4.581,-0.342,0
82.488,3.814,106.283,1905.761,65.384,27.996,43.917,0.0,-1.412,5.038,3.764,-0.512,0
58.019,4.464,144.671,2659.515,20.401,57.994,41.531,3.0,1.263,6.227,3.607,0.955,0
99.4,2.416,115.502,1546.25,58.724,53.976,76.147,2.0,1.221,-2.454,1.622,0.444,0
69.36,2.592,71.05,662.375,91.364,37.29,109.9,0.0,-0.302,-2.704,-4.082,-0.357,1
81.235,5.007,105.211,1923.224,65.884,16.017,95.706,0.0,-0.381,3.127,3.536,-1.362,0
81.953,3.694,92.884,1178.186,73.261,84.077,72.547,2.0,2.144,-3.945,-4.03,0.937,0
69.472,3.901,102.857,1904.502,47.764,59.197,108.467,4.0,0.172,1.009,0.256,0.114,0
82.586,3.058,126.002,1655.973,57.043,31.782,25.667,0.0,3.892,0.453,0.536,-0.534,0
87.587,5.031,113.653,1047.695,52.315,73.617,88.375,0.0,1.276,-2.906,-3.8,-0.332,0
69.797,4.185,89.573,1345.848,41.415,71.285,50.392,3.0,-1.997,1.71,-1.545,-0.118,0
88.372,0.862,106.167,1447.826,76.508,16.208,133.539,0.0,-0.647,0.22,1.882,-1.341,0
45.749,6.046,108.519,1474.32,42.449,67.647,70.947,5.0,-3.122,3.65,-0.592,0.81,0
178.466,3.497,91.542,891.414,100.0,10.897,17.497,0.0,6.66,-12.915,4.68,1.311,0
73.182,5.356,107.801,1370.554,68.864,50.546,58.482,4.0,1.441,-2.088,0.265,1.344,1
93.227,3.341,113.374,1925.079,85.211,41.755,57.041,4.0,-0.824,-0.094,6.551,0.797,1
70.211,3.346,102.414,1412.036,85.196,58.687,53.288,5.0,1.371,-2.812,0.711,0.019,0
62.448,2.358,99.301,1212.092,61.277,76.193,61.144,5.0,0.647,-2.146,-2.535,-1.061,0
70.578,4.034,90.548,1723.887,52.275,89.053,44.427,4.0,2.32,-0.773,-2.92,-0.003,0
74.767,6.563,108.791,1053.446,47.397,32.17,67.641,1.0,-0.367,-0.013,-0.621,1.258,1
82.77,4.98,81.858,1390.802,73.707,43.431,84.915,0.0,-0.461,1.539,-1.582,-0.245,1
61.888,5.957,65.074,1746.501,100.0,72.36,42.932,8.0,2.567,-3.78,0.465,1.444,0
74.544,2.203,114.577,2010.792,37.29,34.991,89.425,3.0,1.299,1.923,1.856,0.397,0
85.494,5.535,89.438,626.116,69.414,60.181,1.005,7.0,-0.844,-4.502,-0.037,-0.837,0
85.644,4.132,103.253,1622.475,67.336,68.186,51.106,-0.0,0.452,0.252,-0.008,0.404,1
104.669,5.889,76.541,1093.468,100.0,60.893,21.249,6.0,2.44,-7.467,1.202,-0.186,0
82.005,4.613,86.734,1230.596,89.311,45.982,8.527,9.0,0.481,-4.195,3.466,-0.388,0
66.36,4.096,75.226,1175.496,88.433,73.132,19.093,8.0,1.459,-4.022,-1.307,-2.419,0
92.842,1.818,114.022,2016.211,40.943,62.089,77.959,5.0,-0.547,0.422,3.641,-0.002,0
84.287,4.458,77.003,1040.137,76.576,75.901,49.826,6.0,0.284,-4.385,-1.73,-0.566,0
85.051,4.048,126.943,1726.849,74.11,40.053,38.593,0.0,-0.465,3.775,2.637,0.182,0
131.877,3.661,85.062,969.825,53.62,48.502,75.784,1.0,-0.497,-4.63,0.619,-0.114,0
32.73,4.019,83.63,1477.26,59.745,77.846,63.09,9.0,-2.699,2.248,-1.41,0.81,0
69.396,3.456,100.591,1563.392,69.678,60.831,59.294,4.0,0.431,-0.636,0.463,0.407,0
63.693,3.477,97.669,1288.766,80.54,65.032,34.579,6.0,0.783,-2.521,0.058,-0.419,0
70.195,3.048,115.745,1934.761,55.163,63.788,80.909,1.0,0.358,2.328,0.315,0.661,0
105.935,2.857,94.285,630.013,58.289,54.562,31.721,0.0,0.73,-4.54,-2.136,-0.96,0
65.994,3.457,30.079,1872.882,100.0,0.0,138.291,1.0,2.598,-1.864,2.26,-1.534,1
78.64,2.585,117.549,1992.768,28.762,16.194,107.886,2.0,0.176,2.872,3.229,0.708,0
145.204,4.329,70.142,1289.001,74.78,30.353,51.806,0.0,1.454,-4.533,2.431,0.045,0
71.679,3.0,131.273,2406.117,34.652,30.24,50.066,2.0,-0.478,6.104,5.586,0.379,0
54.638,3.221,110.719,2456.944,27.159,32.222,99.066,2.0,1.172,5.797,1.491,-0.408,0
67.769,3.69,109.783,2181.35,50.008,63.382,93.171,2.0,-1.227,4.177,1.723,2.065,0
63.679,4.583,78.854,1053.139,54.532,15.123,69.118,0.0,-0.289,3.859,-3.848,0.277,1
136.803,2.35,85.782,1583.887,73.67,2.327,64.347,0.0,1.099,-2.813,5.967,1.342,0
99.056,2.901,125.188,1555.043,68.277,56.24,87.709,0.0,1.667,-2.633,1.301,-0.592,1
64.429,4.015,71.112,1664.475,90.087,32.325,1.0,7.0,0.213,0.716,3.837,1.18,0
65.31,4.677,73.299,1037.332,74.657,86.149,26.396,7.0,1.21,-3.751,-3.748,-0.628,0
39.213,0.532,60.083,1051.018,95.115,57.296,78.954,3.0,2.394,-2.394,-5.977,-0.788,1
86.424,0.877,100.726,1329.479,23.577,60.267,92.02,3.0,-2.753,1.277,-0.485,-1.496,0
79.505,5.035,97.674,1767.905,69.079,71.824,37.071,0.0,0.257,1.458,0.157,-0.749,0
62.654,5.468,96.567,878.834,77.311,100.0,65.626,5.0,2.988,-6.208,-6.917,0.823,0
81.399,7.259,93.447,1694.349,75.441,24.085,32.778,4.0,0.522,0.306,4.109,0.585,0
121.371,1.604,77.138,1607.097,100.0,10.945,34.083,5.0,3.576,-7.03,7.103,-0.225,0
71.861,4.837,88.041,1665.605,100.0,50.405,43.593,11.0,2.166,-5.367,4.397,-0.113,0
68.047,4.755,119.575,2087.539,40.376,44.097,82.716,3.0,0.832,2.67,2.034,-0.085,0
50.134,7.775,63.004,1507.674,100.0,77.276,65.265,4.0,-1.033,-0.465,-0.952,1.393,1
126.475,3.999,73.103,1479.114,85.508,0.0,26.155,7.0,-0.815,-3.943,9.378,-0.47,0
75.499,5.473,142.161,2265.538,43.302,35.994,64.087,-0.0,0.65,4.41,4.36,-0.292,0
69.201,2.693,99.789,1031.012,63.194,59.921,26.108,5.0,-0.977,-1.14,-0.268,-0.282,0
67.272,4.643,98.008,1503.944,60.787,59.186,74.635,7.0,0.019,-1.537,0.677,-0.611,0
90.344,1.772,91.393,959.369,90.375,71.613,25.868,6.0,2.86,-7.212,-1.086,-0.39,0
77.132,5.733,84.507,506.41,100.0,80.233,1.0,6.0,2.348,-7.742,-2.875,-0.746,0
85.133,3.707,112.814,1671.206,64.06,32.523,75.241,0.0,1.077,1.244,1.235,0.331,0
79.699,5.378,129.788,1589.456,76.702,66.196,42.842,0.0,1.924,0.045,-0.17,0.803,0
68.958,3.348,110.95,2041.405,53.517,28.866,49.426,0.0,-0.505,5.403,3.083,0.275,0
62.491,7.697,86.403,2805.526,100.0,26.619,41.758,-0.0,0.347,5.696,7.527,0.836,1
104.67,5.702,103.734,1164.216,75.208,71.382,58.667,2.0,0.848,-4.481,-0.088,-0.762,0
86.08,5.741,74.78,987.515,76.191,56.399,105.274,3.0,0.325,-4.265,-2.521,-0.557,1
37.716,2.542,106.862,1263.659,69.756,66.814,14.955,6.0,0.39,0.45,-1.544,-1.463,0
148.76,3.02,83.617,994.577,89.8,25.772,31.369,0.0,1.937,-6.881,3.492,-1.017,0
86.243,3.556,99.583,603.847,51.959,86.628,70.226,6.0,-1.521,-4.854,-3.157,-0.735,1
89.057,4.567,67.17,1412.378,97.34,64.332,42.536,6.0,2.42,-5.054,-0.016,-0.893,0
99.138,3.66,87.828,1517.017,66.955,64.426,90.179,0.0,3.581,-3.357,-2.96,-0.358,1
99.867,3.96,97.457,1223.239,63.471,90.326,62.893,5.0,2.323,-6.355,-1.947,-0.026,0
81.625,3.572,122.505,1861.299,48.022,43.594,83.257,1.0,2.016,0.366,1.262,-0.982,0
81.181,4.063,76.534,1342.803,82.396,65.923,95.524,4.0,1.801,-4.34,-1.993,-0.316,1
76.683,3.462,82.864,876.007,95.455,53.473,1.0,8.0,-0.124,-4.176,1.977,0.968,0
59.205,2.36,86.351,1093.568,57.619,40.901,40.985,3.0,1.303,-0.375,-2.791,1.553,1
80.401,4.155,129.031,1725.552,63.614,42.215,51.558,0.0,2.173,1.244,0.96,-0.872,0
79.967,4.599,106.61,1690.933,49.277,69.505,53.873,5.0,1.048,-1.157,0.621,-0.24,1
70.468,2.473,115.315,1811.34,55.208,36.95,79.113,0.0,2.367,1.685,-0.22,0.962,0
80.57,3.541,121.078,1941.568,30.606,32.695,66.765,4.0,3.894,-0.574,1.493,1.926,0
86.236,2.945,93.275,1471.878,55.756,52.757,55.356,2.0,2.37,-1.876,-1.059,0.806,0
62.648,3.885,56.341,466.764,96.452,78.146,74.015,3.0,1.534,-6.104,-7.567,0.557,1
75.626,4.314,97.672,930.455,88.463,76.982,19.622,7.0,1.452,-5.596,-1.052,-2.385,0
97.745,3.414,98.094,1517.223,71.438,91.824,80.058,4.0,-0.018,-3.464,-0.024,0.69,0
98.904,2.766,104.118,1263.014,62.552,34.163,82.338,-0.0,1.735,-2.687,0.135,-0.141,0
129.141,6.25,102.24,580.425,100.0,62.559,70.31,1.0,3.037,-10.757,-0.896,0.429,0
97.029,4.79,102.571,1192.069,90.775,58.748,33.406,0.0,0.842,-1.922,-0.094,0.486,0
114.631,5.939,87.295,976.176,62.214,34.158,20.896,0.0,0.487,-2.932,1.058,-1.625,0
94.449,4.667,93.611,1409.809,64.329,77.455,73.669,2.0,2.64,-3.927,-2.488,1.426,0
75.791,5.765,120.212,1991.28,41.345,69.288,50.179,4.0,2.558,0.062,0.569,0.752,0
112.101,4.608,74.164,1355.067,100.0,9.817,1.0,6.0,0.873,-4.367,7.905,-0.693,0
67.422,0.565,105.805,892.642,33.086,97.472,97.975,2.0,-0.743,-1.458,-6.632,-0.732,0
76.261,3.57,124.81,1102.456,68.965,58.097,42.861,5.0,2.223,-4.492,0.05,-0.036,0
